"Section SIS ID","SIS ID"
"18053","19371"
"18053","19457"
"18053","19593"
"18053","19789"
"18053","19982"
"18053","20079"
"18053","23782"
"18053","24014"
"18053","24346"
"18053","24370"
"18053","24458"
"18053","24566"
"18053","24605"
"18053","24811"
"18054","14326"
"18054","14390"
"18054","15290"
"18054","18550"
"18054","18593"
"18054","18753"
"18054","18824"
"18054","18911"
"18054","19251"
"18054","19264"
"18054","19501"
"18054","19593"
"18054","19957"
"18054","23803"
"18054","23944"
"18055","11192"
"18055","11649"
"18055","13796"
"18055","13917"
"18055","14024"
"18055","14029"
"18055","14051"
"18055","14052"
"18055","14073"
"18055","14107"
"18055","14976"
"18055","15181"
"18055","15290"
"18055","18466"
"18055","18532"
"18055","18593"
"18055","18612"
"18055","18621"
"18055","18628"
"18055","18732"
"18055","18764"
"18055","18783"
"18055","18824"
"18055","18839"
"18055","18864"
"18055","18901"
"18055","18925"
"18055","19022"
"18055","19093"
"18055","19251"
"18055","19451"
"18055","19501"
"18055","19826"
"18055","23784"
"18055","23833"
"18055","23912"
"18055","24084"
"18055","24669"
"18055","25156"
"18056","15058"
"18056","15623"
"18056","16064"
"18056","18746"
"18056","19086"
"18056","19495"
"18056","20551"
"18056","23782"
"18056","24014"
"18056","24099"
"18056","24815"
"18056","25040"
"18056","25055"
"18057","14558"
"18057","15058"
"18057","15259"
"18057","15290"
"18057","15542"
"18057","18466"
"18057","18493"
"18057","18677"
"18057","18720"
"18057","18912"
"18057","19242"
"18057","19451"
"18057","19789"
"18057","20142"
"18058","14565"
"18058","15589"
"18058","18621"
"18058","19451"
"18058","19881"
"18059","13872"
"18059","14107"
"18059","14402"
"18059","15303"
"18059","18512"
"18059","18764"
"18059","18897"
"18059","19093"
"18059","19219"
"18059","19266"
"18059","19881"
"18059","23727"
"18059","23784"
"18059","24284"
"18059","24346"
"18059","24835"
"18059","24887"
"18059","25019"
"18059","25363"
"18060","18756"
"18060","18901"
"18060","19093"
"18060","19266"
"18060","25156"
"18061","13790"
"18061","13791"
"18061","14042"
"18061","14057"
"18061","14303"
"18061","14470"
"18061","15542"
"18061","18598"
"18061","18792"
"18061","19230"
"18062","13790"
"18062","13804"
"18062","13941"
"18062","14051"
"18062","14067"
"18062","14073"
"18062","14083"
"18062","14444"
"18062","14470"
"18062","14558"
"18062","15542"
"18062","18487"
"18062","18596"
"18062","18687"
"18062","19629"
"18063","13844"
"18063","14538"
"18063","15623"
"18063","18742"
"18063","23723"
"18063","23738"
"18063","24827"
"18064","15173"
"18064","15334"
"18064","18623"
"18064","18671"
"18064","19222"
"18064","19649"
"18064","19948"
"18064","20576"
"18064","20633"
"18064","20749"
"18064","23783"
"18064","23792"
"18064","23823"
"18064","23839"
"18064","23855"
"18064","23868"
"18064","23904"
"18064","23915"
"18064","23927"
"18064","23945"
"18064","23952"
"18064","23957"
"18064","23988"
"18064","24016"
"18064","24168"
"18064","24176"
"18064","24241"
"18064","24266"
"18064","24288"
"18064","24296"
"18064","24301"
"18064","24302"
"18064","24337"
"18064","24364"
"18064","24370"
"18064","24431"
"18064","24458"
"18064","24502"
"18064","24511"
"18064","24594"
"18064","24659"
"18064","24721"
"18064","24751"
"18064","24767"
"18064","24808"
"18064","24855"
"18064","24883"
"18064","24975"
"18064","24982"
"18064","25012"
"18064","25042"
"18064","25067"
"18064","25068"
"18064","25069"
"18064","25092"
"18064","25109"
"18064","25189"
"18064","25228"
"18064","30787"
"18065","15907"
"18065","19649"
"18065","23821"
"18065","24594"
"18065","26398"
"18065","30241"
"18065","30351"
"18065","30375"
"18065","30404"
"18065","30541"
"18065","30846"
"18065","31017"
"18065","31067"
"18065","31103"
"18065","31179"
"18065","31413"
"18065","31533"
"18066","13791"
"18066","14976"
"18066","15312"
"18066","15810"
"18066","18466"
"18066","18481"
"18066","18746"
"18066","18888"
"18066","18956"
"18066","19001"
"18066","19072"
"18066","19230"
"18066","19310"
"18066","23800"
"18066","23923"
"18066","23934"
"18066","24099"
"18066","24272"
"18067","11327"
"18067","13904"
"18067","15334"
"18067","15414"
"18067","15539"
"18067","18438"
"18067","18442"
"18067","18542"
"18067","18552"
"18067","18677"
"18067","18727"
"18067","18791"
"18067","18810"
"18067","18909"
"18067","18998"
"18067","19029"
"18067","19048"
"18067","19055"
"18067","19204"
"18067","19318"
"18067","19729"
"18067","19731"
"18067","19899"
"18067","19936"
"18067","19971"
"18067","20078"
"18067","20149"
"18067","23780"
"18067","23783"
"18067","23789"
"18067","23827"
"18067","23834"
"18067","23908"
"18067","23912"
"18067","23915"
"18067","23916"
"18067","23943"
"18067","23997"
"18067","24088"
"18067","24110"
"18067","24305"
"18067","24537"
"18067","24744"
"18067","24789"
"18067","24808"
"18067","25012"
"18067","25072"
"18067","25201"
"18067","25297"
"18067","26222"
"18068","11313"
"18068","11519"
"18068","14337"
"18068","15539"
"18068","15830"
"18068","15879"
"18068","18445"
"18068","18536"
"18068","18549"
"18068","18635"
"18068","18668"
"18068","18791"
"18068","18865"
"18068","18904"
"18068","18909"
"18068","18968"
"18068","19201"
"18068","19204"
"18068","19427"
"18068","19493"
"18068","19729"
"18068","19854"
"18068","19880"
"18068","19932"
"18068","20153"
"18068","23789"
"18068","23806"
"18068","23839"
"18068","23877"
"18068","23904"
"18068","23908"
"18068","23915"
"18068","23932"
"18068","23943"
"18068","23945"
"18068","23997"
"18068","24034"
"18068","24050"
"18068","24071"
"18068","24110"
"18068","24241"
"18068","24251"
"18068","24266"
"18068","24288"
"18068","24301"
"18068","24431"
"18068","24509"
"18068","24537"
"18068","24682"
"18068","24727"
"18068","24761"
"18068","24934"
"18068","25062"
"18068","25069"
"18068","25150"
"18068","25157"
"18068","25217"
"18068","25228"
"18068","25240"
"18068","25272"
"18069","13882"
"18069","14025"
"18069","14748"
"18069","15825"
"18069","16173"
"18069","18552"
"18069","18730"
"18069","18741"
"18069","18766"
"18069","18978"
"18069","19037"
"18069","19055"
"18069","19082"
"18069","19204"
"18069","19227"
"18069","19261"
"18069","19318"
"18069","19731"
"18069","19934"
"18069","20078"
"18069","20181"
"18069","24305"
"18070","11519"
"18070","14013"
"18070","14128"
"18070","14197"
"18070","14298"
"18070","14908"
"18070","18635"
"18070","18710"
"18070","18737"
"18070","18958"
"18070","19030"
"18070","19088"
"18070","19097"
"18070","19150"
"18070","19286"
"18070","19289"
"18070","19948"
"18071","11676"
"18071","14015"
"18071","14164"
"18071","15056"
"18071","15539"
"18071","18800"
"18071","18985"
"18071","19082"
"18071","19100"
"18071","19130"
"18071","19186"
"18071","19254"
"18071","19286"
"18071","19731"
"18071","19746"
"18071","19835"
"18072","13816"
"18072","13911"
"18072","14015"
"18072","14018"
"18072","14312"
"18072","14337"
"18072","14361"
"18072","14522"
"18072","14913"
"18072","15349"
"18072","15879"
"18072","18511"
"18072","18536"
"18072","18644"
"18072","19375"
"18072","19443"
"18072","19729"
"18072","19746"
"18073","11327"
"18073","11416"
"18073","15334"
"18073","18528"
"18073","18679"
"18073","19006"
"18073","19094"
"18073","19100"
"18073","19114"
"18073","19130"
"18073","19244"
"18073","19443"
"18073","19457"
"18073","19746"
"18073","19888"
"18073","19971"
"18074","11313"
"18074","14164"
"18074","14356"
"18074","14377"
"18074","14411"
"18074","14525"
"18074","14539"
"18074","15040"
"18074","15056"
"18074","15304"
"18074","15379"
"18074","15441"
"18074","18438"
"18074","18444"
"18074","18450"
"18074","18511"
"18074","18536"
"18074","18578"
"18074","18677"
"18074","18865"
"18074","18871"
"18074","19189"
"18074","19375"
"18075","18442"
"18075","18549"
"18075","18668"
"18075","18788"
"18075","18998"
"18075","19048"
"18075","19265"
"18075","19487"
"18075","19732"
"18075","20235"
"18075","24132"
"18075","24934"
"18076","11532"
"18076","13965"
"18076","14587"
"18076","15304"
"18076","15478"
"18076","18542"
"18076","18578"
"18076","18985"
"18076","19030"
"18076","19094"
"18076","19254"
"18076","19263"
"18076","19457"
"18076","19906"
"18076","20149"
"18076","20235"
"18076","20921"
"18076","26222"
"18077","18445"
"18077","18479"
"18077","18985"
"18077","19040"
"18077","19133"
"18077","19254"
"18077","20149"
"18078","13885"
"18078","13904"
"18078","13965"
"18078","14020"
"18078","14172"
"18078","14361"
"18078","14587"
"18078","14748"
"18078","15092"
"18078","15163"
"18078","18511"
"18078","18871"
"18078","19330"
"18078","19375"
"18078","20149"
"18078","26222"
"18079","11313"
"18079","13877"
"18079","13891"
"18079","14020"
"18079","14062"
"18079","15040"
"18079","1713"
"18079","18450"
"18079","18549"
"18079","18677"
"18079","18727"
"18079","19074"
"18079","19732"
"18079","25297"
"18080","13880"
"18080","13903"
"18080","14048"
"18080","14083"
"18080","14262"
"18080","15892"
"18080","18443"
"18080","18663"
"18080","18771"
"18080","18801"
"18080","18807"
"18080","19177"
"18080","19807"
"18080","19907"
"18080","20125"
"18080","23892"
"18080","23963"
"18080","24040"
"18080","24135"
"18080","24187"
"18080","24211"
"18080","24331"
"18080","24471"
"18080","24689"
"18080","24791"
"18080","24854"
"18080","24977"
"18080","26053"
"18080","26392"
"18080","30508"
"18080","30576"
"18080","30661"
"18080","30982"
"18080","31220"
"18080","31401"
"18080","31530"
"18081","11514"
"18081","13816"
"18081","13891"
"18081","14020"
"18081","14054"
"18081","14101"
"18081","14202"
"18081","14243"
"18081","14304"
"18081","14337"
"18081","14356"
"18081","14357"
"18081","14361"
"18081","14377"
"18081","14525"
"18081","14539"
"18081","14555"
"18081","14575"
"18081","15009"
"18081","15054"
"18081","15379"
"18082","10397"
"18082","14331"
"18082","14437"
"18082","14949"
"18082","15164"
"18082","15892"
"18082","18686"
"18082","18771"
"18082","18821"
"18082","19043"
"18082","19150"
"18082","19177"
"18082","19191"
"18082","19264"
"18082","19415"
"18082","19730"
"18082","19767"
"18082","19907"
"18082","23718"
"18082","23897"
"18082","24167"
"18082","24371"
"18082","24416"
"18082","24461"
"18082","25242"
"18082","27142"
