"SIS ID","course_id","Section Name","Term StartDate","Term EndDate","created_at","restrict_enrollments_to_section_dates","nonxlist_course_id","sis_section_id","sis_course_id","integration_id","sis_import_id","School SIS ID"
"19329","21093","CALCULUS III","","","2020-05-26T14:20:12Z","","","","MA1023-A20-AX13","","","1"
"20685","21094","CALCULUS III","","","2020-06-10T20:14:54Z","","","","MA1023-A20-AX14","","","1"
"18335","21095","CALCULUS II","","","2020-05-18T16:22:52Z","","","","MA1022-A20-A02","","","1"
"20722","21096","THEORETICAL CALCULUS III","","","2020-06-10T22:13:27Z","","","","MA1033-A20-A01Y","","","1"
"19319","21097","CALCULUS III","","","2020-05-26T14:20:10Z","","","","MA1023-A20-A14Y","","","1"
"20714","21098","CALCULUS III","","","2020-06-10T22:13:21Z","","","","MA1023-A20-AX15","","","1"
"18326","21099","DENKSPORT","","","2020-05-18T16:22:50Z","","","","MA1801-A20-A01","","","1"
"19320","21101","CALCULUS III","","","2020-05-26T14:20:10Z","","","","MA1023-A20-A15Y","","","1"
"18329","21102","A01","","","2020-05-18T16:22:51Z","","","","MA2051-A20-A01","","","1"
"18332","21102","A02","","","2020-05-18T16:22:52Z","","21103","","MA2051-A20-A01","","","1"
"18339","21102","A03","","","2020-05-18T16:22:56Z","","21105","","MA2051-A20-A01","","","1"
"18311","21102","A04","","","2020-05-18T16:22:47Z","","21110","","MA2051-A20-A01","","","1"
"18324","21102","A05","","","2020-05-18T16:22:50Z","","21113","","MA2051-A20-A01","","","1"
"18337","21102","A06","","","2020-05-18T16:22:54Z","","21116","","MA2051-A20-A01","","","1"
"19321","21104","CALCULUS III","","","2020-05-26T14:20:10Z","","","","MA1023-A20-A16Y","","","1"
"20686","21106","CALCULUS III","","","2020-06-10T20:14:54Z","","","","MA1023-A20-AX17","","","1"
"18303","21107","CALCULUS II","","","2020-05-18T16:22:45Z","","","","MA1022-A20-A03","","","1"
"20682","21108","CALCULUS III","","","2020-06-10T20:14:53Z","","","","MA1023-A20-A17Y","","","1"
"20718","21109","CALCULUS III","","","2020-06-10T22:13:24Z","","","","MA1023-A20-AX18","","","1"
"18306","21111","CALCULUS II","","","2020-05-18T16:22:46Z","","","","MA1022-A20-A04","","","1"
"20719","21112","CALCULUS III","","","2020-06-10T22:13:24Z","","","","MA1023-A20-AX19","","","1"
"20661","21114","CALCULUS III","","","2020-06-09T22:18:16Z","","","","MA1023-A20-A18Y","","","1"
"19313","21115","CALCULUS III","","","2020-05-26T14:20:07Z","","","","MA1023-A20-AX20","","","1"
"18307","21117","CALCULUS II","","","2020-05-18T16:22:46Z","","","","MA1022-A20-A05","","","1"
"19322","21118","CALCULUS III","","","2020-05-26T14:20:10Z","","","","MA1023-A20-A19Y","","","1"
"18328","21120","CALCULUS IV","","","2020-05-18T16:22:51Z","","","","MA1024-A20-A01","","","1"
"18308","21121","CALCULUS II","","","2020-05-18T16:22:46Z","","","","MA1022-A20-AX01","","","1"
"18336","21122","CALCULUS IV","","","2020-05-18T16:22:53Z","","","","MA1024-A20-A02","","","1"
"18312","21123","CALCULUS II","","","2020-05-18T16:22:47Z","","","","MA1022-A20-AX02","","","1"
"19323","21125","CALCULUS III","","","2020-05-26T14:20:10Z","","","","MA1023-A20-A20Y","","","1"
"20713","21126","CALCULUS IV","","","2020-06-10T22:13:21Z","","","","MA1024-A20-A03Y","","","1"
"18313","21127","CALCULUS II","","","2020-05-18T16:22:47Z","","","","MA1022-A20-AX03","","","1"
"18340","21128","MATRICES AND LINEAR ALGEBRA I","","","2020-05-18T16:22:57Z","","","","MA2071-A20-A01","","","1"
"20715","21129","CALCULUS IV","","","2020-06-10T22:13:22Z","","","","MA1024-A20-A04Y","","","1"
"18319","21130","CALCULUS III","","","2020-05-18T16:22:49Z","","","","MA1023-A20-AX01","","","1"
"20716","21131","CALCULUS IV","","","2020-06-10T22:13:22Z","","","","MA1024-A20-A05Y","","","1"
"18342","21132","MATRICES AND LINEAR ALGEBRA I","","","2020-05-18T16:22:57Z","","","","MA2071-A20-A02","","","1"
"18315","21133","CALCULUS II","","","2020-05-18T16:22:47Z","","","","MA1022-A20-AX04","","","1"
"20673","21134","CALCULUS IV","","","2020-06-10T20:14:52Z","","","","MA1024-A20-A06Y","","","1"
"18338","21135","MATRICES AND LINEAR ALGEBRA I","","","2020-05-18T16:22:55Z","","","","MA2071-A20-A03","","","1"
"20674","21136","CALCULUS II","","","2020-06-10T20:14:52Z","","","","MA1022-A20-AX05","","","1"
"20717","21138","CALCULUS IV","","","2020-06-10T22:13:23Z","","","","MA1024-A20-A07Y","","","1"
"18343","21139","MATRICES AND LINEAR ALGEBRA I","","","2020-05-18T16:22:58Z","","","","MA2071-A20-A04","","","1"
"18317","21140","CALCULUS III","","","2020-05-18T16:22:48Z","","","","MA1023-A20-A01","","","1"
"18349","21141","MATRICES AND LINEAR ALGEBRA I","","","2020-05-18T16:23:01Z","","","","MA2071-A20-A05","","","1"
"20659","21142","CALCULUS III","","","2020-06-09T20:11:42Z","","","","MA1023-A20-AX03","","","1"
"21199","21143","CALCULUS III","","","2020-08-06T19:30:43Z","","","","MA1023-A20-A02Y","","","1"
"18341","21144","CALCULUS IV","","","2020-05-18T16:22:57Z","","","","MA1024-A20-AX01","","","1"
"20678","21146","CALCULUS III","","","2020-06-10T20:14:52Z","","","","MA1023-A20-A03Y","","","1"
"18309","21147","CALCULUS IV","","","2020-05-18T16:22:46Z","","","","MA1024-A20-AX02","","","1"
"20709","21149","CALCULUS III","","","2020-06-10T22:13:10Z","","","","MA1023-A20-A04Y","","","1"
"19324","21150","CALCULUS III","","","2020-05-26T14:20:11Z","","","","MA1023-A20-AX04","","","1"
"20675","21151","CALCULUS IV","","","2020-06-10T20:14:52Z","","","","MA1024-A20-AX03","","","1"
"20676","21153","CALCULUS IV","","","2020-06-10T20:14:52Z","","","","MA1024-A20-AX04","","","1"
"19325","21154","CALCULUS III","","","2020-05-26T14:20:11Z","","","","MA1023-A20-AX05","","","1"
"20723","21156","CALCULUS IV","","","2020-06-10T22:13:28Z","","","","MA1024-A20-AX05","","","1"
"20660","21157","CALCULUS III","","","2020-06-09T22:18:14Z","","","","MA1023-A20-AX06","","","1"
"20677","21159","CALCULUS IV","","","2020-06-10T20:14:52Z","","","","MA1024-A20-AX06","","","1"
"18347","21161","APPLIED STATISTICS I","","","2020-05-18T16:23:01Z","","","","MA2611-A20-A04","","","1"
"20683","21162","CALCULUS III","","","2020-06-10T20:14:54Z","","","","MA1023-A20-AX07","","","1"
"20684","21163","CALCULUS III","","","2020-06-10T20:14:54Z","","","","MA1023-A20-AX08","","","1"
"18346","21164","THEORY OF INTEREST I","","","2020-05-18T16:23:00Z","","","","MA2211-A20-A01","","","1"
"18350","21165","APPLIED STATISTICS I","","","2020-05-18T16:23:02Z","","","","MA2611-A20-A01","","","1"
"20721","21166","CALCULUS IV","","","2020-06-10T22:13:26Z","","","","MA1024-A20-AX07","","","1"
"19326","21167","CALCULUS III","","","2020-05-26T14:20:11Z","","","","MA1023-A20-AX09","","","1"
"18355","21168","APPLIED STATISTICS I","","","2020-05-18T16:23:05Z","","","","MA2611-A20-A02","","","1"
"18361","21169","APPLIED STATISTICS I","","","2020-05-18T16:23:07Z","","","","MA2611-A20-A03","","","1"
"18353","21170","APPLIED STATISTICS I","","","2020-05-18T16:23:04Z","","","","MA2611-A20-A05","","","1"
"18369","21171","KINEMATICS OF MECHANISMS","","","2020-05-18T16:23:14Z","","","","ME3310-A20-A01","","","1"
"18411","21172","SPECIAL TOPICS","","","2020-05-18T16:23:35Z","","","","MTE594-A20-A91S","","","1"
"18393","21174","CONTROL OF LINEAR DYNAMICAL SYSTEMS","","","2020-05-18T16:23:29Z","","","","ME5220-A20-A91","","","1"
"18374","21175","KINEMATICS OF MECHANISMS","","","2020-05-18T16:23:18Z","","","","ME3310-A20-A02","","","1"
"18413","21176","SPECIAL TOPICS","","","2020-05-18T16:23:35Z","","","","MTE594-A20-A97B","","","1"
"18377","21177","DESIGN OF MACHINE ELEMENTS","","","2020-05-18T16:23:21Z","","","","ME3320-A20-A01","","","1"
"18416","21178","INTRODUCTION TO MUSIC","","","2020-05-18T16:23:35Z","","","","MU1511-A20-A01","","","1"
"18395","21179","FIBER OPTICAL SENSORS","","","2020-05-18T16:23:29Z","","","","ME5225-A20-A91","","","1"
"18418","21180","FUNDAMENTALS OF MUSIC I","","","2020-05-18T16:23:37Z","","","","MU1611-A20-A01","","","1"
"18379","21181","COMPRESSIBLE FLUID DYNAMICS","","","2020-05-18T16:23:22Z","","","","ME3410-A20-A01","","","1"
"18422","21183","FUNDAMENTALS OF MUSIC I","","","2020-05-18T16:23:38Z","","","","MU1611-A20-A02","","","1"
"18370","21184","ENGINEERING EXPERIMENTATION","","","2020-05-18T16:23:15Z","","","","ME3901-A20-A01","","","1"
"18424","21186","FUNDAMENTALS OF MUSIC I","","","2020-05-18T16:23:40Z","","","","MU1611-A20-A03","","","1"
"18376","21187","ENGINEERING EXPERIMENTATION","","","2020-05-18T16:23:19Z","","","","ME3901-A20-A02","","","1"
"18396","21188","STRUCTURE AND PROPERTIES OF ENGINEERING MATERIALS","","","2020-05-18T16:23:29Z","","","","ME5311-A20-A91","","","1"
"18380","21189","ENGINEERING EXPERIMENTATION","","","2020-05-18T16:23:22Z","","","","ME3901-A20-A03","","","1"
"18390","21190","STRUCTURE AND PROPERTIES OF ENGINEERING MATERIALS","","","2020-05-18T16:23:28Z","","","","ME5311-A20-A960","","","1"
"18378","21191","ME3902-A20-A016","","","2020-05-18T16:23:22Z","","","","ME3902-A20-A016","","","1"
"20791","21191","ME3902-A20-A601","","","2020-06-18T18:19:04Z","","24529","","ME3902-A20-A016","","","1"
"18392","21192","ME5332-A20-A91","","","2020-05-18T16:23:28Z","","","","ME5332-A20-A91","","","1"
"18421","21192","MTE532-A20-A91","","","2020-05-18T16:23:38Z","","21234","","ME5332-A20-A91","","","1"
"18401","21192","MTE532-A20-A960","","","2020-05-18T16:23:32Z","","21237","","ME5332-A20-A91","","","1"
"18394","21194","APPLIED ELASTICITY","","","2020-05-18T16:23:29Z","","","","ME5381-A20-A91","","","1"
"18427","21195","FUNDAMENTALS OF MUSIC I","","","2020-05-18T16:23:42Z","","","","MU1611-A20-A04","","","1"
"18398","21196","SPECIAL TOPICS","","","2020-05-18T16:23:31Z","","","","ME593-A20-A96O","","","1"
"18382","21197","ADVANCED ENGINEERING DESIGN","","","2020-05-18T16:23:23Z","","","","ME4320-A20-A01","","","1"
"18405","21198","FOUNDATIONS OF MUSIC TECHNOLOGY","","","2020-05-18T16:23:34Z","","","","MU2300-A20-A01","","","1"
"18388","21199","MODELING AND ANALYSIS OF MECHATRONIC SYSTEMS","","","2020-05-18T16:23:27Z","","","","ME4322-A20-A01","","","1"
"18399","21200","ME593-A20-A96S","","","2020-05-18T16:23:32Z","","","","ME593-A20-A96S","","","1"
"18402","21200","MFE594-A20-A96S","","","2020-05-18T16:23:33Z","","21206","","ME593-A20-A96S","","","1"
"18412","21200","MTE594-A20-A96S","","","2020-05-18T16:23:35Z","","21173","","ME593-A20-A96S","","","1"
"18414","21201","MUSIC HISTORY I: MEDIEVAL THROUGH THE BAROQUE","","","2020-05-18T16:23:35Z","","","","MU2720-A20-A01","","","1"
"18381","21202","THERMOFLUID APPLICATION AND DESIGN","","","2020-05-18T16:23:23Z","","","","ME4429-A20-A01","","","1"
"18400","21203","SPECIAL TOPICS","","","2020-05-18T16:23:32Z","","","","ME593-A20-A97B","","","1"
"18419","21204","MAKING MUSIC WITH MACHINES","","","2020-05-18T16:23:37Z","","","","MU2801-A20-A01","","","1"
"18389","21205","INTRODUCTION TO THE FINITE ELEMENT METHOD","","","2020-05-18T16:23:27Z","","","","ME4512-A20-A01","","","1"
"18403","21209","BUSINESS APPLICATIONS OF MACHINE LEARNING","","","2020-05-18T16:23:33Z","","","","MIS3787-A20-A01","","","1"
"18423","21210","ARRANGING AND ORCHESTRATION","","","2020-05-18T16:23:40Z","","","","MU3002-A20-A01","","","1"
"18397","21211","CERAMICS AND GLASSES FOR ENGINEERING APPLICATIONS","","","2020-05-18T16:23:29Z","","","","ME4813-A20-A01","","","1"
"20724","21212","FOUNDATIONS OF OFFICERSHIP I","","","2020-06-10T22:13:36Z","","","","ML1011-A20-A01","","","1"
"18426","21213","TOPICS IN INTERACTIVE PROGRAMMING","","","2020-05-18T16:23:42Z","","","","MU3616-A20-A01","","","1"
"18406","21214","INDIVIDUAL LEADERSHIP STUDIES I","","","2020-05-18T16:23:34Z","","","","ML2011-A20-A01","","","1"
"18383","21215","BIOMEDICAL MATERIALS","","","2020-05-18T16:23:23Z","","","","ME4814-A20-A01","","","1"
"18409","21217","LEADERSHIP AND PROBLEM SOLVING I","","","2020-05-18T16:23:34Z","","","","ML3011-A20-A01","","","1"
"18384","21218","INTRODUCTION TO NANOMATERIALS AND NANOTECHNOLOGY","","","2020-05-18T16:23:24Z","","","","ME4875-A20-A01","","","1"
"18410","21220","LEADERSHIP AND MANAGEMENT I","","","2020-05-18T16:23:35Z","","","","ML4011-A20-A01","","","1"
"18428","21222","GUITAL FABRICATION TECHNOLOGY","","","2020-05-18T16:23:43Z","","","","MU3999-A20-VJM","","","1"
"21220","21223","CLASSICAL MECHANICS","","","2020-08-07T23:22:22Z","","","","MPE510-A20-A91","","","1"
"18415","21226","ELECTRON MICROSCOPY","","","2020-05-18T16:23:35Z","","","","MTE509-A20-A91","","","1"
"18385","21227","APPLIED ANALYTICAL METHODS IN ENGINEERING","","","2020-05-18T16:23:25Z","","","","ME5000-A20-A91","","","1"
"18417","21228","STRUCTURE AND PROPERTIES OF ENGINEERING MATERIALS","","","2020-05-18T16:23:36Z","","","","MTE511-A20-A91","","","1"
"18386","21230","APPLIED ANALYTICAL METHODS IN ENGINEERING","","","2020-05-18T16:23:26Z","","","","ME5000-A20-A960","","","1"
"18420","21231","STRUCTURE AND PROPERTIES OF ENGINEERING MATERIALS","","","2020-05-18T16:23:37Z","","","","MTE511-A20-A960","","","1"
"18387","21235","FLUID DYNAMICS","","","2020-05-18T16:23:27Z","","","","ME5101-A20-A91","","","1"
"18431","21239","INTRODUCTION TO PRESCRIPTIVE ANALYTICS","","","2020-05-18T16:23:43Z","","","","OIE2081-A20-A01","","","1"
"18404","21240","INTRODUCTION TO NANOMATERIALS AND NANOTECHNOLOGY","","","2020-05-18T16:23:33Z","","","","MTE575-A20-A91","","","1"
"18391","21241","ADVANCED DYNAMICS","","","2020-05-18T16:23:28Z","","","","ME5202-A20-A960","","","1"
"18407","21242","CERAMICS AND GLASSES FOR ENGINEERING APPLICATIONS","","","2020-05-18T16:23:34Z","","","","MTE5816-A20-A91","","","1"
"18408","21243","QUALITY PLANNING, DESIGN AND CONTROL","","","2020-05-18T16:23:34Z","","","","OIE3420-A20-A01","","","1"
"18425","21244","PRACTICAL OPTIMIZATION: METHODS AND APPLICATIONS","","","2020-05-18T16:23:40Z","","","","OIE4420-A20-A01","","","1"
"18429","21245","PROJECT CENTER - MITRE CORP","","","2020-05-18T16:23:43Z","","","","PC1000-A20-A01","","","1"
"18440","21247","CO-ED VOLLEYBALL","","","2020-05-18T16:23:49Z","","","","PE1018-A20-A01","","","1"
"18464","21248","VARSITY WOMEN'S VOLLEYBALL TEAM","","","2020-05-18T16:24:07Z","","","","PE2005-A20-A01","","","1"
"18466","21249","VARSITY MEN'S AND WOMEN'S CROSS COUNTRY TEAM","","","2020-05-18T16:24:08Z","","","","PE2006-A20-A01","","","1"
"18468","21250","VARSITY MEN'S CREW TEAM","","","2020-05-18T16:24:09Z","","","","PE2015-A20-A01","","","1"
"18445","21251","SOCCER","","","2020-05-18T16:23:54Z","","","","PE1019-A20-A01","","","1"
"18472","21252","VARSITY WOMEN'S CREW TEAM","","","2020-05-18T16:24:10Z","","","","PE2016-A20-A01","","","1"
"18448","21253","SOCCER","","","2020-05-18T16:23:58Z","","","","PE1019-A20-A02","","","1"
"18473","21254","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:12Z","","","","PH1110-A20-A01S","","","1"
"18450","21255","SOCCER","","","2020-05-18T16:24:00Z","","","","PE1019-A20-A03","","","1"
"18475","21256","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:13Z","","","","PH1110-A20-A02S","","","1"
"18454","21257","PLYOMETRICS","","","2020-05-18T16:24:04Z","","","","PE1054-A20-A01","","","1"
"18477","21258","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:14Z","","","","PH1110-A20-A03S","","","1"
"18460","21259","PLYOMETRICS","","","2020-05-18T16:24:06Z","","","","PE1054-A20-A02","","","1"
"18478","21260","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:15Z","","","","PH1110-A20-A04S","","","1"
"18465","21261","PLYOMETRICS","","","2020-05-18T16:24:08Z","","","","PE1054-A20-A03","","","1"
"18359","21262","PROBABILITY FOR APPLICATIONS","","","2020-05-18T16:23:07Z","","","","MA2621-A20-A01","","","1"
"18451","21263","PHYSICAL CONDITIONING","","","2020-05-18T16:24:00Z","","","","PE1055-A20-A01","","","1"
"18348","21264","PROBABILITY FOR APPLICATIONS","","","2020-05-18T16:23:01Z","","","","MA2621-A20-A02","","","1"
"18452","21265","WEIGHT TRAINING PROGRAM FOR WOMEN","","","2020-05-18T16:24:02Z","","","","PE1059-A20-A01","","","1"
"18458","21266","LEISURE EDUCATION: REDEFINING SOCIAL NORMS","","","2020-05-18T16:24:06Z","","","","PE1070-A20-A01","","","1"
"18462","21267","LEISURE EDUCATION: REDEFINING SOCIAL NORMS","","","2020-05-18T16:24:07Z","","","","PE1070-A20-A02","","","1"
"18481","21268","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:15Z","","","","PH1110-A20-A05S","","","1"
"18482","21269","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:15Z","","","","PH1110-A20-A06S","","","1"
"18467","21270","LEISURE EDUCATION: REDEFINING SOCIAL NORMS","","","2020-05-18T16:24:08Z","","","","PE1070-A20-A03","","","1"
"20855","21271","GENERAL PHYSICS-MECHANICS","","","2020-06-26T16:19:01Z","","","","PH1110-A20-A07","","","1"
"18469","21272","AQUATIC CONDITIONING","","","2020-05-18T16:24:09Z","","","","PE1078-A20-A01","","","1"
"18483","21273","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:16Z","","","","PH1110-A20-A08","","","1"
"18471","21274","AQUATIC GAMES","","","2020-05-18T16:24:10Z","","","","PE1080-A20-A01","","","1"
"18484","21275","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:16Z","","","","PH1110-A20-A09","","","1"
"18474","21276","HEALTHY ALTERNATIVE","","","2020-05-18T16:24:12Z","","","","PE1099-A20-A01","","","1"
"18486","21277","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:17Z","","","","PH1110-A20-A10","","","1"
"18453","21278","HEALTHY ALT:RAD-SELF DEF WOMEN","","","2020-05-18T16:24:02Z","","","","PE1099-A20-A01R","","","1"
"18487","21279","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:18Z","","","","PH1110-A20-A11","","","1"
"18457","21280","HEALTHY ALTERN: ZUMBA","","","2020-05-18T16:24:05Z","","","","PE1099-A20-A01Z","","","1"
"18488","21281","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:18Z","","","","PH1110-A20-A12","","","1"
"18470","21282","HEALTHY ALTERN: ZUMBA","","","2020-05-18T16:24:10Z","","","","PE1099-A20-A02Z","","","1"
"20827","21283","GENERAL PHYSICS-MECHANICS","","","2020-06-24T16:23:31Z","","","","PH1110-A20-A13","","","1"
"18476","21284","CLUB SPORT - FENCING TEAM","","","2020-05-18T16:24:14Z","","","","PE1205-A20-A01","","","1"
"18480","21285","CLUB SPORT - KARATE","","","2020-05-18T16:24:15Z","","","","PE1207-A20-A01","","","1"
"18489","21286","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:19Z","","","","PH1110-A20-A14","","","1"
"18455","21287","CLUB SPORT - SMAS:BOFFER GAMES","","","2020-05-18T16:24:04Z","","","","PE1220-A20-A01","","","1"
"18492","21288","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:20Z","","","","PH1110-A20-A15","","","1"
"18456","21289","VARSITY FOOTBALL TEAM","","","2020-05-18T16:24:05Z","","","","PE2001-A20-A01","","","1"
"18493","21290","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:20Z","","","","PH1110-A20-A16","","","1"
"18494","21291","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:21Z","","","","PH1110-A20-A17","","","1"
"18499","21292","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:22Z","","","","PH1110-A20-A18","","","1"
"18459","21293","VARSITY MEN'S SOCCER TEAM","","","2020-05-18T16:24:06Z","","","","PE2002-A20-A01","","","1"
"18461","21294","VARSITY WOMEN'S SOCCER TEAM","","","2020-05-18T16:24:07Z","","","","PE2003-A20-A01","","","1"
"20868","21295","GENERAL PHYSICS-MECHANICS","","","2020-06-29T18:24:05Z","","","","PH1110-A20-A19","","","1"
"18463","21296","VARSITY FIELD HOCKEY TEAM","","","2020-05-18T16:24:07Z","","","","PE2004-A20-A01","","","1"
"18500","21297","GENERAL PHYSICS-MECHANICS","","","2020-05-18T16:24:22Z","","","","PH1110-A20-A20","","","1"
"20815","21298","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-23T20:13:34Z","","","","PH1111-A20-A01","","","1"
"19330","21299","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-05-26T14:20:29Z","","","","PH1111-A20-A02","","","1"
"18503","21300","PHILOSOPHY OF SCIENCE","","","2020-05-18T16:24:24Z","","","","PY2719-A20-A01","","","1"
"18507","21301","SUFFERING, HEALING & VALUES","","","2020-05-18T16:24:26Z","","","","PY2732-A20-A01","","","1"
"20726","21302","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-10T22:13:53Z","","","","PH1111-A20-A03","","","1"
"18509","21303","INTRODUCTION TO ROBOTICS (FORMERLY ES 2201)","","","2020-05-18T16:24:28Z","","","","RBE1001-A20-A01","","","1"
"20729","21304","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-10T22:13:54Z","","","","PH1111-A20-A04","","","1"
"18512","21305","INTRODUCTION TO ROBOTICS (FORMERLY ES 2201)","","","2020-05-18T16:24:29Z","","","","RBE1001-A20-A02","","","1"
"19331","21306","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-05-26T14:20:29Z","","","","PH1111-A20-A05","","","1"
"18506","21307","UNIFIED ROBOTICS I","","","2020-05-18T16:24:26Z","","","","RBE2001-A20-A01","","","1"
"18513","21308","UNIFIED ROBOTICS I","","","2020-05-18T16:24:30Z","","","","RBE2001-A20-A02","","","1"
"18502","21309","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-05-18T16:24:23Z","","","","PH1111-A20-A06","","","1"
"20725","21311","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-10T22:13:51Z","","","","PH1111-A20-A07","","","1"
"20687","21312","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-10T20:15:14Z","","","","PH1111-A20-A08","","","1"
"18526","21313","UNIFIED ROBOTICS III","","","2020-05-18T16:24:34Z","","","","RBE3001-A20-A01","","","1"
"20727","21314","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-10T22:13:53Z","","","","PH1111-A20-A09","","","1"
"18510","21315","UNIFIED ROBOTICS III","","","2020-05-18T16:24:28Z","","","","RBE3001-A20-A02","","","1"
"20728","21316","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-10T22:13:54Z","","","","PH1111-A20-A10","","","1"
"18511","21317","SOCIAL IMPLICATIONS OF ROBOTICS","","","2020-05-18T16:24:29Z","","","","RBE3100-A20-A01","","","1"
"20818","21318","PRINCIPLES OF PHYSICS-MECHANICS","","","2020-06-23T22:13:44Z","","","","PH1111-A20-A11","","","1"
"18504","21319","MODERN PHYSICS","","","2020-05-18T16:24:24Z","","","","PH1130-A20-A01","","","1"
"18479","21321","MODERN PHYSICS","","","2020-05-18T16:24:15Z","","","","PH1130-A20-A02","","","1"
"18514","21322","MODELING AND ANALYSIS OF MECHATRONIC SYSTEMS.","","","2020-05-18T16:24:31Z","","","","RBE4322-A20-A01","","","1"
"18515","21323","SPECIAL TOPICS","","","2020-05-18T16:24:31Z","","","","RBE595-A20-A91","","","1"
"18485","21324","MODERN PHYSICS","","","2020-05-18T16:24:17Z","","","","PH1130-A20-A03","","","1"
"18517","21325","SPECIAL TOPICS","","","2020-05-18T16:24:32Z","","","","RBE595-A20-A91H","","","1"
"18490","21326","INTERMEDIATE MECHANICS I","","","2020-05-18T16:24:19Z","","","","PH2201-A20-A01","","","1"
"18518","21327","SPECIAL TOPICS","","","2020-05-18T16:24:32Z","","","","RBE595-A20-A91M","","","1"
"18491","21328","ELECTROMAGNETIC FIELDS","","","2020-05-18T16:24:20Z","","","","PH2301-A20-A01","","","1"
"18520","21329","INTRODUCTION TO PHILOSOPHY AND RELIGION","","","2020-05-18T16:24:33Z","","","","RE1731-A20-A01","","","1"
"18497","21330","INTERMEDIATE PHYSICS LABORATORY","","","2020-05-18T16:24:22Z","","","","PH2651-A20-A01","","","1"
"18522","21331","INTRODUCTION TO PHILOSOPHY AND RELIGION","","","2020-05-18T16:24:33Z","","","","RE1731-A20-A02","","","1"
"18524","21332","INTRODUCTION TO PHILOSOPHY AND RELIGION","","","2020-05-18T16:24:34Z","","","","RE1731-A20-A03","","","1"
"18525","21334","RELIGIOUS AND SPIRITUAL TRADITIONS","","","2020-05-18T16:24:34Z","","","","RE2725-A20-A01","","","1"
"18527","21336","SUFFERING, HEALING & VALUES","","","2020-05-18T16:24:34Z","","","","RE2732-A20-A01","","","1"
"18498","21337","INTRODUCTION TO PSYCHOLOGICAL SCIENCE","","","2020-05-18T16:24:22Z","","","","PSY1400-A20-A01","","","1"
"18530","21338","INTRODUCTION TO SYSTEM DYNAMICS MODELING","","","2020-05-18T16:24:34Z","","","","SD1510-A20-A01","","","1"
"18532","21339","INTERMEDIATE SPANISH I","","","2020-05-18T16:24:35Z","","","","SP2521-A20-A01","","","1"
"18505","21340","DEVELOPMENTAL PSYCHOLOGY","","","2020-05-18T16:24:26Z","","","","PSY1404-A20-A01","","","1"
"18533","21341","INTERMEDIATE SPANISH I","","","2020-05-18T16:24:36Z","","","","SP2521-A20-A02","","","1"
"18516","21342","INTERMEDIATE SPANISH I","","","2020-05-18T16:24:32Z","","","","SP2521-A20-A03","","","1"
"18508","21344","SURVEY DESIGN AND METHODOLOGY","","","2020-05-18T16:24:28Z","","","","PSY340X-A20-A01","","","1"
"18521","21345","INTERMEDIATE SPANISH I","","","2020-05-18T16:24:33Z","","","","SP2521-A20-A04","","","1"
"18495","21346","INTRODUCTION TO PHILOSOPHY AND RELIGION","","","2020-05-18T16:24:21Z","","","","PY1731-A20-A01","","","1"
"18496","21347","INTRODUCTION TO PHILOSOPHY AND RELIGION","","","2020-05-18T16:24:21Z","","","","PY1731-A20-A02","","","1"
"18501","21348","INTRODUCTION TO PHILOSOPHY AND RELIGION","","","2020-05-18T16:24:22Z","","","","PY1731-A20-A03","","","1"
"18529","21349","INTERMEDIATE SPANISH I","","","2020-05-18T16:24:34Z","","","","SP2521-A20-A05","","","1"
"18534","21350","TOPICS IN LATIN AMERICAN CULTURE","","","2020-05-18T16:24:36Z","","","","SP3523-A20-A01","","","1"
"18537","21351","STUDIES IN SPANISH LITERATURE: ARTISTIC EXPRESSION AND NATION BUILDING","","","2020-05-18T16:24:39Z","","","","SP3532-A20-A01","","","1"
